#HMM - Genes
#command line: python3 /Users/jenniferstiens/anaconda3/envs/python38/bin/transit hmm output/A1_insertions.wig,output/A2_insertions.wig,output/C1_insertions.wig,output/C2_insertions.wig ref_seqs/Mbovis_LT708304.prot_table output/transit_hmm_pos_sum.txt -r Sum
#summary of gene calls: ES=471, GD=106, NE=3426, GA=32, N/A=10
#key: ES=essential, GD=insertions cause growth-defect, NE=non-essential, GA=insertions confer growth-advantage, N/A=not analyzed (genes with 0 TA sites)
#ORF	gene	annotation	TAs	ES sites	GD sites	NE sites	GA sites	saturation	mean	call
MB1059	kdpB	Probable Potassium-transporting P-type ATPase B chain KDPB (Potassium-translocating ATPase B chain) (ATP phosphohydrolase [potassium-transporting] B chain) (Potassium binding and translocating subunit B)	15	0	0	15	0	0.6667	738.00	NE
MB1060	kdpC	Probable Potassium-transporting ATPase C chain KDPC (Potassium-translocating ATPase C chain) (ATP phosphohydrolase [potassium-transporting] C chain) (Potassium binding and translocating subunit C)	10	0	0	10	0	0.5000	1475.00	NE
MB1061c	trcS	TWO COMPONENT SENSOR HISTIDINE KINASE TRCS	25	0	0	25	0	0.6800	1205.65	NE
MB1062c	trcR	TWO COMPONENT TRANSCRIPTIONAL REGULATOR TRCR	15	0	0	15	0	0.8000	1268.08	NE
MB1063c	NA	PROBABLE TRANSPOSASE (FRAGMENT)	3	0	0	3	0	0.6667	16.50	NE
MB1064c	NA	PROBABLE TRANSPOSASE (FRAGMENT)	5	0	0	5	0	0.8000	506.25	NE
MB1065c	NA	PROBABLE IS1560 TRANSPOSASE (FRAGMENT)	5	0	0	5	0	0.6000	102.67	NE
MB1066c	esxI	putative esat-6 like protein esxi (esat-6 like protein 1)	5	0	0	5	0	1.0000	2380.00	NE
MB1067c	esxJ	esat-6 like protein esxj (esat-6 like protein 2)	3	0	0	3	0	1.0000	441.33	NE
MB1068c	PPE15	ppe family protein ppe15	24	0	0	24	0	0.7500	1187.56	NE
MB1069c	PE8	pe family protein pe8	9	0	0	9	0	0.7778	1076.57	NE
MB1070c	NA	probable is like-2 transposase	13	0	0	13	0	0.8462	857.36	NE
MB1071c	NA	probable is like-2 transposase	6	0	0	6	0	0.8333	721.60	NE
MB1072c	NA	Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain	15	0	0	15	0	0.6667	2051.20	NE
MB1073	NA	Predicted transcriptional regulator	13	0	0	13	0	0.2308	1336.00	NE
MB1074	NA	HYPOTHETICAL PROTEIN	12	0	0	12	0	0.8333	1207.40	NE
MB1075c	NA	HYPOTHETICAL PROTEIN	6	0	0	6	0	1.0000	1402.50	NE
MB1076	NA	probable transposase	17	0	0	17	0	0.8824	889.73	NE
MB1077c	NA	HYPOTHETICAL PROTEIN	24	0	0	24	0	0.6250	1845.80	NE
MB1078	NA	PROBABLE TRANSCRIPTIONAL REPRESSOR PROTEIN	4	0	0	4	0	1.0000	2829.25	NE
MB1079	NA	PROBABLE OXIDOREDUCTASE	12	0	0	12	0	0.5833	827.43	NE
MB1080c	NA	CONSERVED HYPOTHETICAL PROTEIN	8	0	0	8	0	0.2500	533.00	NE
MB1081	NA	HYPOTHETICAL PROTEIN	7	0	0	7	0	0.8571	343.50	NE
MB1082c	NA	Mobile element protein	7	0	0	7	0	0.8571	490.50	NE
MB1083	NA	probable integrase (fragment)	5	0	0	5	0	0.2000	338.00	NE
MB1084	NA	POSSIBLE INTEGRASE (FRAGMENT)	3	0	0	3	0	0.0000	0.00	NE
LEUX	NA	tRNA-Leu	3	0	0	3	0	0.0000	0.00	NE
MB1085	NA	conserved protein	23	0	0	23	0	0.6957	708.25	NE
MB1086	NA	CONSERVED HYPOTHETICAL PROTEIN	20	0	0	20	0	0.8000	2490.38	NE
MB1087	fadD14	PROBABLE MEDIUM CHAIN FATTY-ACID-COA LIGASE FADD14 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)	30	0	0	30	0	0.5000	673.87	NE
MB1088	NA	Oxidoreductase	10	0	0	10	0	0.4000	766.00	NE
MB1089	NA	unknown protein	5	0	0	5	0	0.6000	1412.00	NE
MB1090	NA	Glutamine amidotransferases class-II	14	0	0	14	0	0.7143	626.00	NE
MB1091	NA	Phospholipase, patatin family protein	6	0	0	6	0	0.5000	101.33	NE
MB1092c	NA	FIG00613342: Bacterial patatin-like phospholipase domain containing protein	15	0	0	15	0	0.7333	1063.00	NE
MB1093c	lpqV	possible lipoprotein lpqv	7	0	0	7	0	0.7143	761.40	NE
MB1094	NA	Cysteine dioxygenase (EC 1.13.11.20)	10	0	0	10	0	0.8000	1075.38	NE
MB1095	NA	Rhodanese-related sulfurtransferase, 1 domain	5	0	0	5	0	0.6000	114.33	NE
MB1096c	PE_PGRS19	pe-pgrs family protein pe_pgrs19	16	0	0	16	0	0.5000	548.12	NE
MB1097c	PE_PGRS20	pe-pgrs family protein pe_pgrs20	25	0	0	25	0	0.5200	980.54	NE
MB1098c	NA	Predicted membrane protein (DUF2319)	21	0	0	21	0	0.8095	1544.00	NE
MB1099c	echA8	PROBABLE ENOYL-CoA HYDRATASE ECHA8 (ENOYL HYDRASE) (UNSATURATED ACYL-CoA HYDRATASE) (CROTONASE)	8	0	0	8	0	0.7500	968.67	NE
MB1100c	echA9	POSSIBLE ENOYL-COA HYDRATASE ECHA9 (ENOYL HYDRASE) (UNSATURATED ACYL-COA HYDRATASE) (CROTONASE)	13	0	0	13	0	0.6923	1172.11	NE
MB1101	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	18	0	0	18	0	0.5000	299.44	NE
MB1102	NA	CONSERVED HYPOTHETICAL PROTEIN	19	0	0	19	0	0.7368	1038.29	NE
MB1103c	fadA3	PROBABLE BETA-KETOACYL CoA THIOLASE FADA3	11	0	0	11	0	0.7273	837.50	NE
MB1104c	NA	CONSERVED EXPORTED PROTEIN	19	0	0	15	4	0.5263	6400.70	NE
MB1105	lipU	possible lipase lipu	22	3	0	19	0	0.3182	2015.86	NE
MB1106	cbs	Probable cystathionine beta-synthase CBS (Serine sulfhydrase) (Beta-thionase) (Hemoprotein H-450)	28	0	0	28	0	0.6786	1371.32	NE
MB1107	pra	Probable Proline-rich antigen homolog pra	18	0	0	18	0	0.5556	462.80	NE
MB1108	metB	cystathionine gamma-synthase metb (cgs) (o-succinylhomoserine [thiol]-lyase)	19	0	0	19	0	0.5789	867.91	NE
MB1109c	greA	PROBABLE TRANSCRIPTION ELONGATION FACTOR GREA (Transcript cleavage factor greA)	10	0	0	10	0	0.2000	3080.50	NE
MB1110c	NA	PROBABLE CONSERVED MEMBRANE PROTEIN	7	0	0	7	0	0.0000	0.00	NE
MB1111	mca	Mycothiol conjugate amidase Mca (Mycothiol S-conjugate amidase)	13	0	0	13	0	0.7692	946.60	NE
MB1112	NA	CONSERVED HYPOTHETICAL PROTEIN	4	0	0	4	0	0.2500	289.00	NE
MB1113	NA	conserved protein	27	0	0	27	0	0.5926	1300.38	NE
MB1114c	NA	POSSIBLE HEMOLYSIN-LIKE PROTEIN	11	0	0	11	0	0.8182	718.00	NE
MB1115	NA	SHORT (C15) CHAIN Z-ISOPRENYL DIPHOSPHATE SYNTHASE (Z-FPP SYNTHASE) (Z-FARNESYL DIPHOSPHATE SYNTHASE) (Z-FPP SYNTHETASE) (Z-FARNESYL DIPHOSPHATE SYNTHETASE) (GERANYLTRANSTRANSFERASE) (FARNESYL PYROPHOSPHATE SYNTHETASE)	15	15	0	0	0	0.0000	0.00	ES
MB1116	PE_PGRS21	pe-pgrs family protein pe_pgrs21	23	0	0	23	0	0.7826	1313.06	NE
MB1116A	NA	Undecaprenyl diphosphate synthase (EC 2.5.1.31)	8	2	0	6	0	0.6250	2139.00	NE
MB1117	PE9	pe family protein pe9	6	0	0	6	0	0.5000	1585.00	NE
MB1118	PE10	pe family protein pe10	4	0	0	4	0	0.2500	182.00	NE
MB1119	celA2a	PROBABLE CELLULASE CELA2A (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE)	2	0	0	2	0	1.0000	1056.00	NE
MB1120	celA2b	PROBABLE CELLULASE CELA2B (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE)	8	0	0	8	0	0.8750	2125.43	NE
MB1121	PE_PGRS22	pe-pgrs family protein pe_pgrs22	27	0	0	27	0	0.5556	787.80	NE
MB1122c	coaA	Probable pantothenate kinase coaA (Pantothenic acid kinase)	20	19	0	1	0	0.1000	320.00	ES
MB1123	glyA1	serine hydroxymethyltransferase 1 glya1	13	0	0	13	0	0.6154	443.00	NE
MB1124	desA2	POSSIBLE ACYL-[ACYL-CARRIER PROTEIN] DESATURASE DESA2 (ACYL-[ACP] DESATURASE) (STEAROYL-ACP DESATURASE)	13	12	0	1	0	0.0769	8.00	ES
MB1125	phoH2	PROBABLE PHOH-LIKE PROTEIN PHOH2 (PHOSPHATE STARVATION-INDUCIBLE PROTEIN PSIH)	13	0	0	13	0	0.5385	848.00	NE
MB1126	NA	POSSIBLE GLYCOSYL HYDROLASE	20	0	0	20	0	0.5500	709.64	NE
MB1127c	NA	PROBABLE MEMBRANE GLYCINE AND PROLINE RICH PROTEIN	18	0	18	0	0	0.2222	33.75	GD
MB1128c	fum	PROBABLE FUMARASE FUM (Fumarate hydratase)	13	0	13	0	0	0.0000	0.00	GD
MB1129c	glpx	fructose 1,6-bisphosphatase glpx	14	0	8	6	0	0.3571	339.60	GD
MB1130	NA	conserved protein	10	0	0	10	0	0.4000	195.50	NE
MB1131c	NA	CONSERVED MEMBRANE PROTEIN	14	0	0	14	0	0.6429	1789.00	NE
MB1132c	mazf3	toxin mazf3	9	0	0	9	0	0.7778	3017.43	NE
MB1133c	maze3	possible antitoxin maze3	8	0	0	8	0	0.6250	2340.80	NE
MB1134	NA	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT)	11	0	0	11	0	0.7273	1392.50	NE
MB1135	NA	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT)	11	0	0	11	0	0.6364	1271.29	NE
MB1136c	NA	3-beta-hydroxysteroid dehydrogenase	19	0	0	19	0	0.7368	1150.79	NE
MB1137c	xseB	Probable exodeoxyribonuclease VII (small subunit) xseB (Exonuclease VII small subunit)	3	0	0	3	0	0.6667	729.50	NE
MB1138c	xseA	PROBABLE EXODEOXYRIBONUCLEASE VII (LARGE SUBUNIT) XSEA (EXONUCLEASE VII LARGE SUBUNIT)	11	0	0	11	0	0.7273	1766.88	NE
MB1139c	NA	conserved protein	9	0	0	9	0	0.5556	1034.60	NE
MB1140	lytB2	PROBABLE LYTB-RELATED PROTEIN LYTB2	14	14	0	0	0	0.0000	0.00	ES
MB1141c	NA	Rhomboid family protein	25	0	0	25	0	0.3600	1182.00	NE
MB1142	NA	Probable GTP binding protein	11	0	0	11	0	0.6364	482.43	NE
MB1143	vapb32	possible antitoxin vapb32	2	0	0	2	0	1.0000	297.00	NE
MB1144	vapc32	possible toxin vapc32. contains pin domain.	3	0	0	3	0	0.3333	1027.00	NE
MB1145	NA	POSSIBLE EXPORTED PROTEIN	19	0	0	19	0	0.4737	651.33	NE
MB1146	NA	HYPOTHETICAL PROTEIN	3	0	0	3	0	0.6667	20.50	NE
MB1147c	NA	PE family protein	6	0	0	6	0	0.6667	633.25	NE
MB1148	NA	conserved protein	4	0	0	4	0	0.7500	2268.00	NE
MB1149c	NA	conserved protein	12	0	0	12	0	0.6667	1369.25	NE
MB1150c	NA	Adenylate cyclase (EC 4.6.1.1)	3	0	0	3	0	0.6667	688.50	NE
MB1151c	NA	Adenylate cyclase (EC 4.6.1.1)	4	0	0	4	0	0.7500	136.00	NE
MB1152	zwf1	PROBABLE GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE ZWF1 (G6PD)	24	1	0	23	0	0.5000	162.00	NE
MB1153	gnd2	probable 6-phosphogluconate dehydrogenase,decarboxylating gnd2	15	13	0	2	0	0.1333	260.00	ES
MB1154c	bpoB	POSSIBLE PEROXIDASE BPOB (NON-HAEM PEROXIDASE)	10	0	0	10	0	0.8000	1093.12	NE
MB1155	ephC	PROBABLE EPOXIDE HYDROLASE EPHC (EPOXIDE HYDRATASE)	12	0	0	12	0	0.3333	370.75	NE
MB1156	NA	CONSERVED HYPOTHETICAL PROTEIN	23	0	0	23	0	0.3043	286.71	NE
MB1157c	NA	conserved protein	11	0	0	11	0	0.2727	537.33	NE
MB1158c	ppdK	PROBABLE PYRUVATE, PHOSPHATE DIKINASE PPDK	19	0	0	19	0	0.3158	1130.00	NE
MB1159c	NA	13E12 repeat family protein	30	0	0	30	0	0.2667	460.25	NE
MB1160c	NA	PROBABLE TRANSCRIPTIONAL REGULATOR PROTEIN	27	18	0	9	0	0.1481	789.25	ES
MB1161	prpD	possible methylcitrate dehydratase prpD	27	0	0	27	0	0.2963	473.38	NE
MB1162	prpc	probable methylcitrate synthase prpc	17	0	0	17	0	0.2353	898.50	NE
MB1163	NA	CONSERVED MEMBRANE PROTEIN	27	1	0	26	0	0.4815	1008.00	NE
MB1164c	metE	PROBABLE 5-METHYLTETRAHYDROPTEROYLTRIGLUTAMATE--HOMOCYSTEINE METHYLTRANSFERASE METE (methionine synthase, vitamin-B12 independent isozyme)	37	37	0	0	0	0.0000	0.00	ES
MB1165	NA	HYPOTHETICAL PROTEIN	6	0	0	6	0	0.3333	1027.00	NE
MB1166c	PPE16	ppe family protein ppe16	26	0	0	26	0	0.7308	603.26	NE
MB1167	NA	POSSIBLE ACETYL-COA ACETYLTRANSFERASE (ACETOACETYL-COA THIOLASE)	6	0	0	6	0	0.5000	437.33	NE
MB1168	NA	POSSIBLE ENOYL-COA HYDRATASE	4	0	0	4	0	0.7500	1374.00	NE
MB1169c	NA	HYPOTHETICAL PROTEIN	2	0	0	2	0	0.5000	145.00	NE
MB1170c	NA	possible oxidoreductase	17	0	0	17	0	0.4706	916.12	NE
MB1171c	NA	CONSERVED HYPOTHETICAL MEMBRANE PROTEIN	13	0	0	13	0	0.8462	966.36	NE
MB1172	NA	PROBABLE INTEGRAL MEMBRANE PROTEIN	11	0	0	11	0	0.6364	320.71	NE
MB1173c	echA11	PROBABLE ENOYL-COA HYDRATASE ECHA11 (ENOYL HYDRASE) (UNSATURATED ACYL-COA HYDRATASE) (CROTONASE)	14	0	0	14	0	0.5000	1667.00	NE
MB1174c	echA10	PROBABLE ENOYL-CoA HYDRATASE ECHA10 (ENOYL HYDRASE) (UNSATURATED ACYL-CoA HYDRATASE) (CROTONASE)	8	0	0	8	0	0.6250	850.00	NE
MB1175	mcr	PROBABLE ALPHA-METHYLACYL-COA RACEMASE MCR (2-methylacyl-CoA racemase) (2-arylpropionyl-CoA epimerase)	16	0	0	16	0	0.7500	2005.00	NE
MB1176	NA	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE	12	0	0	12	0	0.7500	554.67	NE
MB1177	mmpL13	probable conserved transmembrane transport protein mmpl13b	35	0	0	35	0	0.6857	2286.71	NE
MB1178	NA	SAM-dependent methyltransferase	10	0	0	10	0	0.5000	2301.00	NE
MB1179c	NA	13E12 repeat family protein	23	0	0	23	0	0.6957	1315.06	NE
MB1180	NA	POSSIBLE TRANSPOSASE	6	0	0	6	0	0.6667	1007.00	NE
MB1181	NA	POSSIBLE TRANSPOSASE (FRAGMENT)	12	0	0	12	0	0.9167	907.82	NE
MB1182c	NA	transcriptional regulatory protein	10	0	0	10	0	0.8000	2009.12	NE
MB1183	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN	5	0	0	5	0	0.4000	1769.00	NE
MB1184c	omt	PROBABLE O-METHYLTRANSFERASE OMT	20	0	0	20	0	0.5000	2235.80	NE
MB1185c	NA	HYPOTHETICAL PROTEIN	16	0	0	16	0	0.8125	1305.62	NE
MB1186	NA	possible pyridoxamine 5'-phosphate oxidase (pnp/pmp oxidase) (pyridoxinephosphate oxidase) (pnpox) (pyridoxine 5'-phosphate oxidase)	12	0	0	12	0	0.5833	1212.00	NE
MB1186A	NA	NA	2	0	0	2	0	0.5000	3.00	NE
MB1187	NA	Base excision DNA repair protein	12	0	0	12	0	0.6667	1300.38	NE
MB1188c	NA	conserved ala-, pro-rich protein	9	0	0	9	0	0.6667	80.83	NE
MB1189c	NA	Conserved alanine and proline rich protein	11	0	0	11	0	0.4545	560.80	NE
MB1190	pime	mannosyltransferase pime	29	0	0	29	0	0.6552	361.47	NE
MB1191c	NA	Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96)	14	0	0	14	0	0.3571	784.40	NE
MB1192	mutT2	PROBABLE MUTATOR PROTEIN MUTT2 (7,8-dihydro-8-oxoguanine-triphosphatase) (8-OXO-DGTPASE)	5	0	0	5	0	0.6000	560.67	NE
MB1193	narG	respiratory nitrate reductase (alpha chain) narg	75	0	0	75	0	0.5467	506.15	NE
MB1194	narH	PROBABLE RESPIRATORY NITRATE REDUCTASE (BETA CHAIN) NARH	35	0	0	35	0	0.7714	254.81	NE
MB1195	narJ	PROBABLE RESPIRATORY NITRATE REDUCTASE (DELTA CHAIN) NARJ	15	0	0	15	0	0.4667	1438.57	NE
MB1196	narI	PROBABLE RESPIRATORY NITRATE REDUCTASE (GAMMA CHAIN) NARI	19	0	0	19	0	0.4737	1362.44	NE
MB1197	typA	POSSIBLE GTP-BINDING TRANSLATION ELONGATION FACTOR TYPA (TYROSINE PHOSPHORYLATED PROTEIN A) (GTP-BINDING PROTEIN)	17	0	0	17	0	0.5882	2795.90	NE
MB1198	lpqW	probable conserved lipoprotein lpqw	24	24	0	0	0	0.0000	0.00	ES
MB1199c	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN	10	0	0	10	0	0.4000	367.00	NE
MB1200c	PPE17b	PPE FAMILY PROTEIN [SECOND PART]	8	0	0	8	0	0.5000	657.00	NE
MB1201c	PPE17a	PPE FAMILY PROTEIN [FIRST PART]	9	0	0	9	0	0.6667	1226.50	NE
MB1202c	lipx	pe family protein. possible lipase lipx.	4	0	0	4	0	0.7500	2512.33	NE
MB1203	mshB	N-Acetyl-1-D-myo-Inosityl-2-Amino-2-Deoxy-alpha- D-Glucopyranoside Deacetylase mshB (GlcNAc-Ins deacetylase)	12	0	0	12	0	0.6667	716.25	NE
MB1204	NA	putative membrane protein	7	0	0	7	0	0.5714	1058.25	NE
MB1205c	PE12	pe family protein pe12	16	0	0	16	0	0.6250	471.00	NE
MB1206	fbiC	PROBABLE F420 BIOSYNTHESIS PROTEIN FBIC	44	0	0	44	0	0.5000	1508.64	NE
MB1207c	tb8.4	low molecular weight t-cell antigen tb8.4	9	0	0	9	0	1.0000	2256.56	NE
MB1208c	fadH	PROBABLE NADPH DEPENDENT 2,4-DIENOYL-COA REDUCTASE FADH (2,4-dienoyl coenzyme A reductase) (4-enoyl-CoA reductase)	29	0	0	29	0	0.6207	930.78	NE
MB1209c	NA	Transcriptional regulator, PadR family	15	0	0	15	0	0.6000	1102.22	NE
MB1210	fdxC	PROBABLE FERREDOXIN FDXC	7	0	0	7	0	0.0000	0.00	NE
MB1211	NA	PROBABLE AMINOTRANSFERASE	21	0	0	21	0	0.5714	838.25	NE
MB1212c	NA	DNA or RNA helicases of superfamily II	41	0	0	41	0	0.6341	804.19	NE
MB1213	pks3	probable polyketide beta-ketoacyl synthase pks4	96	0	0	96	0	0.3958	1176.39	NE
MB1214	papA3	PROBABLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA3	40	0	0	40	0	0.3500	448.57	NE
MB1215	mmpL10	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL10	53	0	0	53	0	0.4151	970.18	NE
MB1216c	NA	POSSIBLE EXPORTED PROTEIN	23	0	5	18	0	0.4348	814.80	NE
MB1217c	fadD21	probable fatty-acid-amp ligase fadd21 (fatty-acid-amp synthetase) (fatty-acid-amp synthase)	32	0	28	4	0	0.3750	37.08	GD
MB1218c	NA	Regulator of polyketide synthase expression	19	0	0	19	0	0.4737	472.67	NE
MB1219	rocA	PROBABLE PYRROLINE-5-CARBOXYLATE DEHYDROGENASE ROCA	24	10	0	14	0	0.1250	839.00	NE
MB1220	NA	PROBABLE PROLINE DEHYDROGENASE	21	4	0	17	0	0.2857	1495.83	NE
MB1221	sigI	POSSIBLE ALTERNATIVE RNA POLYMERASE SIGMA FACTOR SIGI	9	0	0	9	0	0.1111	265.00	NE
MB1222	NA	Hydrolase, alpha/beta fold family	9	0	0	9	0	0.4444	1204.00	NE
MB1223	NA	Putative hydrolase	9	0	0	9	0	0.5556	3114.20	NE
MB1224	NA	unknown protein	14	0	0	14	0	0.5000	604.86	NE
MB1225	fadD36	PROBABLE FATTY-ACID-COA LIGASE FADD36 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)	21	0	0	21	0	0.3810	674.88	NE
MB1226c	NA	Possible regulatory protein Trx	19	0	0	19	0	0.4737	629.78	NE
MB1227	PE13	pe family protein pe13	6	0	0	6	0	1.0000	1382.17	NE
MB1228	PPE18	ppe family protein ppe18	11	0	0	11	0	0.8182	1109.00	NE
MB1229	esxK	esat-6 like protein esxk (esat-6 like protein 3)	4	0	0	4	0	1.0000	428.75	NE
MB1230	esxL	putative esat-6 like protein esxl (esat-6 like protein 4)	5	0	0	5	0	0.8000	458.25	NE
MB1231c	NA	POSSIBLE TRANSPOSASE	17	0	0	17	0	0.8235	926.79	NE
MB1232	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN	30	1	0	29	0	0.6667	2536.65	NE
MB1233c	dapd	tetrahydrodipicolinate n-succinyltransferase dapd	12	12	0	0	0	0.0000	0.00	ES
MB1234	dapE	PROBABLE SUCCINYL-DIAMINOPIMELATE DESUCCINYLASE DAPE	17	17	0	0	0	0.0000	0.00	ES
MB1235c	NA	AAA-ATPase, domain of unknown function, and LuxR DNA-binding domain	9	1	0	8	0	0.5556	546.80	NE
MB1236c	NA	AAA-ATPase, domain of unknown function, and LuxR DNA-binding domain	18	0	0	18	0	0.8889	714.62	NE
MB1237	log	Phosphoribohydrolase involved in Mycobacterial cytokinins production, homolog of plant cytokinin-activating enzyme LOG	13	0	0	13	0	0.8462	481.73	NE
MB1238	fadD6	PROBABLE FATTY-ACID-COA LIGASE FADD6 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)	38	0	0	38	0	0.6579	1725.04	NE
MB1239	folP2	dihydropteroate synthase 2 folp2 (dhps 2) (dihydropteroate pyrophosphorylase 2)	10	0	0	10	0	0.3000	906.33	NE
MB1240	gpgs	probable glucosyl-3-phosphoglycerate synthase gpgs	14	0	0	14	0	0.3571	193.00	NE
MB1241	NA	conserved protein	5	0	0	5	0	1.0000	751.20	NE
MB1242	tagA	probable dna-3-methyladenine glycosylase i taga (tag i) (3-methyladenine-dna glycosylase i, constitutive) (dna-3-methyladenine glycosidase i)	11	0	0	11	0	0.6364	1425.86	NE
MB1243	NA	conserved protein	5	0	0	5	0	0.4000	178.50	NE
MB1244c	glga	putative glycosyl transferase glga	34	0	0	34	0	0.5588	1079.21	NE
MB1245	glgC	glucose-1-phosphate adenylyltransferase glgc (adp-glucose synthase) (adp-glucose pyrophosphorylase)	31	0	0	31	0	0.8065	1775.92	NE
MB1246c	PE14	pe family protein pe14	4	0	0	4	0	1.0000	324.75	NE
MB1247c	NA	Cocaine esterase (EC 3.1.1.-)	27	0	0	27	0	0.6667	855.44	NE
MB1248c	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN	20	0	0	20	0	0.6000	1967.42	NE
MB1249c	NA	PROBABLE TETRONASIN-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER	21	0	0	21	0	0.5238	287.73	NE
MB1250c	NA	PROBABLE TETRONASIN-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER	6	0	0	6	0	0.8333	1589.80	NE
MB1251c	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN	10	0	0	10	0	0.7000	381.86	NE
MB1252c	NA	PROBABLE METHYLTRANSFERASE	11	0	0	11	0	0.5455	935.33	NE
MB1253	sigE	ALTERNATIVE RNA POLYMERASE SIGMA FACTOR SIGE	17	15	0	2	0	0.1176	314.50	ES
MB1254	rsea	anti-sigma factor rsea	3	0	0	3	0	0.6667	171.50	NE
MB1255	htrA	PROBABLE SERINE PROTEASE HTRA (DEGP PROTEIN)	23	19	0	4	0	0.1739	1267.50	ES
MB1256	tatB	Probable protein TatB	6	0	0	6	0	0.1667	1057.00	NE
MB1257c	NA	HAD-superfamily subfamily IIA hydrolase, hypothetical 2	7	0	0	7	0	0.8571	1397.00	NE
MB1258c	NA	PROBABLE TRANSMEMBRANE PROTEIN	15	0	0	15	0	0.6000	1692.44	NE
MB1259c	NA	PROBABLE TRANSMEMBRANE PROTEIN	6	0	0	6	0	0.6667	175.00	NE
MB1260	lpqX	probable lipoprotein lpqx	9	0	0	9	0	0.7778	861.71	NE
MB1261c	mrp	PROBABLE MRP-RELATED PROTEIN MRP	17	14	0	3	0	0.1765	47.67	ES
MB1262c	NA	POSSIBLE MEMBRANE PROTEIN	20	0	0	20	0	0.6000	563.42	NE
MB1263c	NA	PROBABLE MEMBRANE PROTEIN	7	0	0	7	0	0.7143	592.40	NE
MB1264c	NA	Mg/Co/Ni transporter MgtE, CBS domain-containing	11	0	0	11	0	0.9091	1630.40	NE
MB1265c	NA	CONSERVED HYPOTHETICAL MEMBRANE PROTEIN	20	0	0	20	0	0.5000	844.30	NE
MB1266	NA	PROBABLE TRANSMEMBRANE PROTEIN	9	0	0	9	0	0.6667	349.50	NE
MB1267	lpqY	PROBABLE SUGAR-BINDING LIPOPROTEIN LPQY	30	0	0	30	0	0.4667	1663.86	NE
MB1268	sugA	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER SUGA	19	0	0	19	0	0.6316	544.42	NE
MB1269	sugB	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER SUGB	13	0	0	13	0	0.5385	1117.29	NE
MB1270	sugC	PROBABLE SUGAR-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER SUGC	26	0	0	26	0	0.4615	1030.17	NE
MB1271c	corA	POSSIBLE MAGNESIUM AND COBALT TRANSPORT TRANSMEMBRANE PROTEIN CORA	26	0	0	26	0	0.7308	1686.63	NE
MB1272	mdh	PROBABLE MALATE DEHYDROGENASE MDH	5	0	0	5	0	0.0000	0.00	NE
MB1273	vapb33	possible antitoxin vapb33	1	0	0	1	0	0.0000	0.00	NE
MB1274	vapc33	possible toxin vapc33. contains pin domain.	10	0	0	10	0	0.7000	1591.86	NE
MB1275c	PE_PGRS23	pe-pgrs family protein pe_pgrs23	19	0	0	19	0	0.6842	1029.92	NE
MB1276	lpqZ	probable lipoprotein lpqz	8	0	0	8	0	0.8750	897.86	NE
MB1277c	NA	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE	14	0	0	14	0	0.5714	386.38	NE
MB1278c	relE	toxin relE	8	0	0	8	0	1.0000	1006.50	NE
MB1279c	relB	antitoxin relb	6	0	0	6	0	0.5000	1373.67	NE
MB1280c	sucA	Multifunctional alpha-ketoglutarate metabolic enzyme	46	0	0	46	0	0.5000	203.17	NE
MB1281c	NA	POSSIBLE MEMBRANE PROTEIN	14	0	0	14	0	0.7143	1177.60	NE
MB1282	NA	PROBABLE DRUG-TRANSPORT INTEGRAL MEMBRANE PROTEIN	32	0	0	32	0	0.5312	569.35	NE
MB1283c	NA	Superfamily I DNA and RNA helicases and helicase subunits	60	0	0	60	0	0.5333	448.00	NE
