#HMM - Genes
#command line: python3 /Users/jenniferstiens/anaconda3/envs/python38/bin/transit hmm output/B1_insertions.wig,output/D1_insertions.wig ref_seqs/Mbovis_LT708304.prot_table output/transit/hmm_neg_exp1.txt
#summary of gene calls: ES=508, GD=223, NE=3276, GA=28, N/A=10
#key: ES=essential, GD=insertions cause growth-defect, NE=non-essential, GA=insertions confer growth-advantage, N/A=not analyzed (genes with 0 TA sites)
#ORF	gene	annotation	TAs	ES sites	GD sites	NE sites	GA sites	saturation	mean	call
MB0688c	NA	POSSIBLE HYDROLASE	37	0	0	37	0	0.7027	257.77	NE
MB0689	end	PROBABLE ENDONUCLEASE IV END (ENDODEOXYRIBONUCLEASE IV) (APURINASE)	5	0	0	5	0	1.0000	244.80	NE
MB0690	lpqP	POSSIBLE CONSERVED LIPOPROTEIN LPQP	13	0	0	13	0	0.7692	434.10	NE
MB0691	fadE8	PROBABLE ACYL-COA DEHYDROGENASE FADE8	28	0	0	28	0	0.6071	209.41	NE
MB0692	echA4	POSSIBLE ENOYL-COA HYDRATASE ECHA4 (ENOYL HYDRASE) (UNSATURATED ACYL-COA HYDRATASE) (CROTONASE)	10	0	0	10	0	0.8000	455.38	NE
MB0693	NA	Transcriptional regulator, PaaX family	7	0	0	7	0	0.0000	0.00	NE
MB0694	echA5	PROBABLE ENOYL-COA HYDRATASE ECHA5 (ENOYL HYDRASE) (UNSATURATED ACYL-COA HYDRATASE) (CROTONASE)	5	0	0	5	0	0.2000	2.00	NE
MB0695c	mmpL5	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL5	32	0	0	32	0	0.7188	633.78	NE
MB0696c	mmpS5	POSSIBLE CONSERVED MEMBRANE PROTEIN MMPS5	6	0	0	6	0	0.8333	439.40	NE
MB0697	mmpR5	MarR family transcriptional regulator associated with MmpL5/MmpS5 efflux system	5	0	0	5	0	0.8000	576.25	NE
MB0698c	NA	conserved threonine rich protein	6	0	0	6	0	0.5000	140.33	NE
MB0699c	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	3	0	0	3	0	1.0000	305.67	NE
MB0700	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY)	13	0	0	13	0	0.6154	656.25	NE
MB0701	rpsL	30s ribosomal protein s12 rpsl	8	0	8	0	0	0.0000	0.00	GD
MB0702	rpsG	30s ribosomal protein s7 rpsg	5	0	5	0	0	0.0000	0.00	GD
MB0703	fusA1	PROBABLE ELONGATION FACTOR G FUSA1 (EF-G)	34	34	0	0	0	0.0000	0.00	ES
MB0704	tuf	probable iron-regulated elongation factor tu tuf (ef-tu)	12	11	0	1	0	0.0833	2.00	ES
MB0705	NA	PROBABLE MEMBRANE PROTEIN	12	0	0	12	0	1.0000	344.67	NE
MB0706	NA	probable short-chain type dehydrogenase/reductase	17	0	0	17	0	0.4118	455.86	NE
MB0707	NA	PUTATIVE FERREDOXIN REDUCTASE	19	0	0	19	0	0.6316	400.50	NE
MB0708c	NA	HYPOTHETICAL PROTEIN	5	0	0	5	0	0.4000	75.50	NE
MB0709c	NA	CONSERVED HYPOTHETICAL PROTEIN	17	0	0	17	0	0.4706	187.50	NE
MB0710c	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN	9	0	0	9	0	0.5556	171.80	NE
MB0710A	NA	Mycofactocin precursor protein	4	0	0	4	0	0.5000	26.50	NE
MB0711	mftB	Mycofactocin binding protein MftB	7	0	0	7	0	0.4286	6.33	NE
MB0712	pqqE	PROBABLE COENZYME PQQ SYNTHESIS PROTEIN E PQQE (COENZYME PQQ SYNTHESIS PROTEIN III)	19	0	8	11	0	0.3684	39.14	NE
MB0713	lldD1	POSSIBLE L-LACTATE DEHYDROGENASE (CYTOCHROME) LLDD1	18	0	18	0	0	0.1111	34.50	GD
MB0714	mftE	Cyclic amid hydrolase in mycofactocin cluster	12	0	12	0	0	0.0000	0.00	GD
MB0715	NA	PROBABLE MEMBRANE SUGAR TRANSFERASE	27	0	3	24	0	0.4074	96.18	NE
MB0716	NA	PROBABLE DEHYDROGENASE	27	0	27	0	0	0.0741	21.00	GD
MB0717	NA	CONSERVED HYPOTHETICAL PROTEIN [FIRST PART]	5	0	0	5	0	0.2000	1.00	NE
MB0718	NA	CONSERVED HYPOTHETICAL PROTEIN [SECOND PART]	5	0	0	5	0	0.4000	406.00	NE
MB0719	NA	HYPOTHETICAL PROTEIN	3	0	0	3	0	0.3333	762.00	NE
MB0720	rpsJ	30S RIBOSOMAL PROTEIN S10 RPSJ (TRANSCRIPTION ANTITERMINATION FACTOR NUSE)	7	7	0	0	0	0.0000	0.00	ES
MB0721	rplC	50s ribosomal protein l3 rplc	16	16	0	0	0	0.0000	0.00	ES
MB0722	rplD	50s ribosomal protein l4 rpld	11	11	0	0	0	0.0000	0.00	ES
MB0723	rplW	50s ribosomal protein l23 rplw	5	5	0	0	0	0.0000	0.00	ES
MB0724	rplB	50s ribosomal protein l2 rplb	19	19	0	0	0	0.0000	0.00	ES
MB0725	rpsS	30s ribosomal protein s19 rpss	2	2	0	0	0	0.0000	0.00	ES
MB0726	rplV	50s ribosomal protein l22 rplv	9	9	0	0	0	0.0000	0.00	ES
MB0727	rpsC	30s ribosomal protein s3 rpsc	14	14	0	0	0	0.0000	0.00	ES
MB0728	rplP	50s ribosomal protein l16 rplp	10	10	0	0	0	0.0000	0.00	ES
MB0729	rpmC	50s ribosomal protein l29 rpmc	4	4	0	0	0	0.0000	0.00	ES
MB0730	rpsQ	30s ribosomal protein s17 rpsq	12	11	0	1	0	0.0833	3.00	ES
MB0731	atsAa	POSSIBLE ARYLSULFATASE ATSAa [FIRST PART] (ARYL-SULFATE SULPHOHYDROLASE) (ARYLSULPHATASE)	8	0	0	8	0	0.8750	906.00	NE
MB0732	atsAb	POSSIBLE ARYLSULFATASE ATSAb [SECOND PART] (ARYL-SULFATE SULPHOHYDROLASE) (ARYLSULPHATASE)	38	0	0	38	0	0.5789	221.18	NE
MB0733	NA	Sulfatase modifying factor 1 precursor (C-alpha-formyglycine- generating enzyme 1)	20	0	0	20	0	0.2000	352.00	NE
MB0734	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	20	0	0	20	0	0.8000	437.44	NE
MB0735	rplN	50s ribosomal protein l14 rpln	5	5	0	0	0	0.0000	0.00	ES
MB0736	rplX	50s ribosomal protein l24 rplx	5	5	0	0	0	0.0000	0.00	ES
MB0737	rplE	50s ribosomal protein l5 rple	4	4	0	0	0	0.0000	0.00	ES
MB0738	rpsN1	30s ribosomal protein s14 rpsn1	3	3	0	0	0	0.0000	0.00	ES
MB0739	rpsH	30s ribosomal protein s8 rpsh	10	10	0	0	0	0.0000	0.00	ES
MB0740	rplF	50s ribosomal protein l6 rplf	16	16	0	0	0	0.0000	0.00	ES
MB0741	rplR	50s ribosomal protein l18 rplr	4	4	0	0	0	0.0000	0.00	ES
MB0742	rpsE	30s ribosomal protein s5 rpse	13	13	0	0	0	0.0000	0.00	ES
MB0743	rpmD	50s ribosomal protein l30 rpmd	2	2	0	0	0	0.0000	0.00	ES
MB0744	rplO	50s ribosomal protein l15 rplo	3	1	0	2	0	0.6667	10.00	NE
MB0745	sppA	POSSIBLE PROTEASE IV SPPA (ENDOPEPTIDASE IV) (SIGNAL PEPTIDE PEPTIDASE)	31	0	0	31	0	0.5484	272.88	NE
MB0746c	NA	O-methyltransferase	15	0	0	15	0	0.5333	208.88	NE
MB0747c	NA	possible s-adenosylmethionine-dependent methyltransferase	16	0	0	16	0	0.5000	295.62	NE
MB0748c	fucA	POSSIBLE L-FUCULOSE PHOSPHATE ALDOLASE FUCA (L-FUCULOSE-1-PHOSPHATE ALDOLASE)	13	0	0	13	0	0.6923	376.11	NE
MB0749c	serA2	POSSIBLE D-3-PHOSPHOGLYCERATE DEHYDROGENASE SERA2 (PHOSPHOGLYCERATE DEHYDROGENASE) (PGDH)	9	0	0	9	0	0.4444	340.50	NE
MB0750	xylB	POSSIBLE D-XYLULOSE KINASE XYLB (XYLULOKINASE) (XYLULOSE KINASE)	19	0	0	19	0	0.7368	284.21	NE
MB0751	NA	gcn5-related n-acetyltransferase	4	0	0	4	0	0.5000	292.00	NE
MB0752c	NA	possible s-adenosylmethionine-dependent methyltransferase	10	0	0	10	0	0.8000	378.38	NE
MB0753	secY	PROBABLE PREPROTEIN TRANSLOCASE SECY	28	28	0	0	0	0.0000	0.00	ES
MB0754	adk	adenylate kinase adk (atp-amp transphosphorylase)	6	5	0	1	0	0.1667	2832.00	ES
MB0755	mapA	methionine aminopeptidase mapa (map) (peptidase m) (metap)	10	0	0	10	0	0.4000	96.75	NE
MB0756	sigL	PROBABLE ALTERNATIVE RNA POLYMERASE SIGMA FACTOR SIGL	7	0	0	7	0	0.8571	201.17	NE
MB0757	rsla	anti-sigma factor rsla	9	0	0	9	0	0.5556	396.60	NE
MB0758	NA	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN	5	0	0	5	0	0.6000	42.67	NE
MB0759	NA	conserved protein	1	0	0	1	0	0.0000	0.00	NE
MB0760	NA	CONSERVED HYPOTHETICAL PROTEIN	19	0	0	19	0	0.6842	1111.23	NE
MB0761	NA	CONSERVED HYPOTHETICAL PROTEIN	11	0	0	11	0	0.6364	229.57	NE
MB0762	NA	probable transposase (fragment)	4	0	0	4	0	0.5000	198.50	NE
MB0763	PE_PGRS8	pe-pgrs family protein pe_pgrs8	5	0	0	5	0	0.6000	183.00	NE
MB0764c	NA	HYPOTHETICAL PROTEIN	10	0	0	10	0	1.0000	600.80	NE
MB0765c	NA	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN	9	0	0	9	0	0.4444	84.75	NE
MB0766	NA	CONSERVED HYPOTHETICAL PROTEIN	7	0	0	7	0	0.5714	1200.75	NE
MB0767	PE_PGRS9	pe-pgrs family protein pe_pgrs9	19	0	0	19	0	0.4211	62.25	NE
MB0768	PE_PGRS10	pe-pgrs family protein pe_pgrs10	17	0	0	17	0	0.6471	123.00	NE
MB0769	vapb31	possible antitoxin vapb31	3	0	0	3	0	0.3333	652.00	NE
MB0770	vapc31	possible toxin vapc31. contains pin domain.	5	0	0	5	0	0.8000	74.00	NE
MB0771c	NA	Protein involved in DNA integration	2	0	0	2	0	0.5000	303.00	NE
MB0772	NA	CONSERVED HYPOTHETICAL PROTEIN	5	0	0	5	0	0.8000	83.00	NE
MB0773c	mmsB	PROBABLE 3-HYDROXYISOBUTYRATE DEHYDROGENASE MMSB (HIBADH)	8	0	0	8	0	0.6250	636.40	NE
MB0774c	fadE9	PROBABLE ACYL-COA DEHYDROGENASE FADE9	16	0	0	16	0	0.5000	171.12	NE
MB0775c	mmsA	PROBABLE METHYLMALONATE-SEMIALDEHYDE DEHYDROGENASE MMSA (METHYLMALONIC ACID SEMIALDEHYDE DEHYDROGENASE) (MMSDH)	19	0	0	19	0	0.5789	133.00	NE
MB0776	PE_PGRS11	pe-pgrs family protein pe_pgrs11	31	0	0	31	0	0.5806	339.17	NE
MB0777c	PPE12	ppe family protein ppe12	56	46	0	10	0	0.1429	158.00	ES
MB0778c	NA	PUTATIVE TRANSPOSASE (FRAGMENT)	7	0	0	7	0	0.8571	328.50	NE
THRV	NA	tRNA-Thr	3	0	0	3	0	0.0000	0.00	NE
MB0779c	NA	unknown protein	7	0	0	7	0	1.0000	275.71	NE
MB0780	phoP	POSSIBLE TWO COMPONENT SYSTEM RESPONSE TRANSCRIPTIONAL POSITIVE REGULATOR PHOP	12	0	0	12	0	0.5000	140.83	NE
MB0781	phoR	POSSIBLE TWO COMPONENT SYSTEM RESPONSE SENSOR KINASE MEMBRANE ASSOCIATED PHOR	19	0	0	19	0	0.5789	99.73	NE
MB0782c	NA	HIT family protein	2	0	0	2	0	0.5000	630.00	NE
MB0783c	NA	Nuclear transport factor 2	6	0	0	6	0	0.6667	49.25	NE
MB0784c	adhB	possible zinc-containing alcohol dehydrogenase nad dependent adhb	14	0	0	14	0	0.5714	93.75	NE
MB0785c	NA	intracellular transport	14	0	0	14	0	0.5000	431.00	NE
MB0786c	NA	POSSIBLE FERREDOXIN	3	0	0	3	0	0.0000	0.00	NE
MB0787c	cyp51	CYTOCHROME P450 51 CYP51 (CYPL1) (P450-L1A1) (STEROL 14-ALPHA DEMETHYLASE) (LANOSTEROL 14-ALPHA DEMETHYLASE) (P450-14DM)	19	0	0	19	0	0.5263	185.30	NE
MB0788c	NA	PROBABLE OXIDOREDUCTASE	12	0	0	12	0	0.3333	27.50	NE
MB0789c	cyp123	PROBABLE CYTOCHROME P450 123 CYP123	26	0	0	26	0	0.4615	201.08	NE
MB0790c	NA	Transcriptional regulator, AcrR family	14	0	0	14	0	0.5714	411.38	NE
MB0791	aldA	probable aldehyde dehydrogenase nad dependent alda (aldehyde dehydrogenase [nad+])	28	0	0	28	0	0.2857	126.88	NE
MB0792	NA	PROBABLE DEHYDROGENASE/REDUCTASE	17	0	0	17	0	0.4118	77.86	NE
MB0793	NA	PROBABLE DEHYDROGENASE/REDUCTASE	10	0	0	10	0	0.7000	446.43	NE
MB0794	NA	POSSIBLE 4-CARBOXYMUCONOLACTONE DECARBOXYLASE (CMD)	11	0	0	11	0	0.8182	94.44	NE
MB0795	purD	PROBABLE PHOSPHORIBOSYLAMINE--GLYCINE LIGASE PURD (GARS) (GLYCINAMIDE RIBONUCLEOTIDE SYNTHETASE) (PHOSPHORIBOSYLGLYCINAMIDE SYNTHETASE) (5'-PHOSPHORIBOSYLGLYCINAMIDE SYNTHETASE)	25	25	0	0	0	0.0000	0.00	ES
MB0796c	ggtA	PROBABLE BIFUNCTIONAL ACYLASE GGTA: CEPHALOSPORIN ACYLASE (GL-7ACA ACYLASE) + GAMMA-GLUTAMYLTRANSPEPTIDASE (GGT)	21	1	19	0	1	0.2381	131.40	GD
MB0797c	NA	PROBABLE CONSERVED EXPORTED PROTEIN	11	0	10	1	0	0.3636	27.00	GD
MB0798	NA	Transcriptional regulator, AcrR family	9	0	0	9	0	0.6667	82.00	NE
MB0799c	NA	CONSERVED HYPOTHETICAL PROTEIN	15	0	0	15	0	0.6000	527.44	NE
MB0800	purB	PROBABLE ADENYLOSUCCINATE LYASE PURB (ADENYLOSUCCINASE) (ASL) (ASASE)	19	19	0	0	0	0.0000	0.00	ES
MB0801	cyp126	POSSIBLE CYTOCHROME P450 126 CYP126	22	1	0	21	0	0.3636	92.25	NE
MB0802c	NA	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN	9	0	0	9	0	0.6667	122.17	NE
MB0803	purC	PHOSPHORIBOSYLAMINOIMIDAZOLE-SUCCINOCARBOXAMIDE SYNTHASE PURC (SAICAR SYNTHETASE)	26	26	0	0	0	0.0000	0.00	ES
MB0804	ptrB	probable protease ii ptrbb [second part] (oligopeptidase b)	63	20	0	42	1	0.2540	303.19	NE
MB0805c	emrB	POSSIBLE MULTIDRUG RESISTANCE INTEGRAL MEMBRANE EFFLUX PROTEIN EMRB	27	0	0	27	0	0.3333	517.89	NE
MB0806	NA	Predicted deacetylase	10	0	0	10	0	0.5000	31.80	NE
MB0807	NA	CONSERVED HYPOTHETICAL PROTEIN [FIRST PART]	12	0	0	12	0	0.2500	637.00	NE
MB0808	NA	CONSERVED HYPOTHETICAL PROTEIN [SECOND PART]	23	0	0	23	0	0.3913	273.89	NE
MB0809c	NA	Predicted Zn-dependent hydrolases of the beta-lactamase fold	12	0	0	12	0	0.5000	151.00	NE
MB0810	NA	unknown protein	15	0	0	15	0	0.4667	194.57	NE
MB0811	purS	Phosphoribosylformylglycinamidine synthase, PurS subunit (EC 6.3.5.3)	2	2	0	0	0	0.0000	0.00	ES
MB0812	purQ	PROBABLE PHOSPHORIBOSYLFORMYLGLYCINAMIDINE SYNTHASE I PURG (FGAM SYNTHASE I)	12	12	0	0	0	0.0000	0.00	ES
MB0813c	NA	HYPOTHETICAL PROTEIN	7	1	0	6	0	0.4286	245.67	NE
MB0814c	NA	Transglutaminase-like enzymes, putative cysteine proteases	21	0	0	21	0	0.5714	527.92	NE
MB0815c	NA	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	13	0	0	13	0	0.7692	222.60	NE
MB0816c	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY)	19	0	0	19	0	0.5263	329.30	NE
MB0817	NA	possible monooxygenase	9	0	0	9	0	0.7778	231.29	NE
MB0818c	NA	PROBABLE OXIDOREDUCTASE [SECOND PART]	10	0	0	10	0	0.5000	184.40	NE
MB0819c	NA	PROBABLE OXIDOREDUCTASE [FIRST PART]	11	0	0	11	0	0.8182	287.00	NE
MB0820	NA	PUTATIVE TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1547	12	0	0	12	0	0.9167	371.55	NE
MB0821c	cfp29	29 KDa ANTIGEN CFP29	17	0	0	17	0	0.4118	379.14	NE
MB0822c	NA	Predicted dye-decolorizing peroxidase (DyP), encapsulated subgroup	10	0	0	10	0	0.5000	39.80	NE
MB0823	pepC	PROBABLE AMINOPEPTIDASE PEPC	17	0	0	17	0	0.7059	222.17	NE
MB0824	NA	Glyoxalase family protein	2	0	0	2	0	0.5000	2228.00	NE
MB0825c	NA	possible succinyltransferase in the gcn5-related n-acetyltransferase family	16	0	0	16	0	0.3750	427.17	NE
MB0826	purL	PHOSPHORIBOSYLFORMYLGLYCINAMIDINE SYNTHASE II PURL (FGAM SYNTHASE II)	35	34	0	1	0	0.0286	161.00	ES
MB0827	NA	Integral membrane protein	7	0	0	7	0	0.7143	483.20	NE
MB0828	NA	class iii cyclic nucleotide phosphodiesterase (cnmp pde)	18	0	0	18	0	0.4444	435.50	NE
MB0829c	cpsY	POSSIBLE UDP-GLUCOSE-4-EPIMERASE CPSY (GALACTOWALDENASE) (UDP-GALACTOSE-4-EPIMERASE) (URIDINE DIPHOSPHATE GALACTOSE-4-EPIMERASE) (URIDINE DIPHOSPHO-GALACTOSE-4-EPIMERASE)	41	0	0	41	0	0.5366	472.59	NE
MB0830	NA	CONSERVED HYPOTHETICAL PROTEIN	2	0	0	2	0	0.0000	0.00	NE
MB0831	purF	amidophosphoribosyltransferase purf (glutamine phosphoribosylpyrophosphate amidotransferase) (atase) (gpatase)	27	25	0	2	0	0.0741	100.50	ES
MB0832	purM	PROBABLE PHOSPHORIBOSYLFORMYLGLYCINAMIDINE CYCLO-LIGASE PURM (AIRS) (PHOSPHORIBOSYL-AMINOIMIDAZOLE SYNTHETASE) (AIR SYNTHASE)	15	14	0	0	1	0.0667	1383.00	ES
MB0833c	NA	CONSERVED HYPOTHETICAL PROTEIN	5	0	5	0	0	0.0000	0.00	GD
MB0834c	NA	tRNA-modifying protein YgfZ	17	0	17	0	0	0.0000	0.00	GD
MB0835	NA	PROBABLE AMINO ACID AMINOTRANSFERASE	16	0	0	16	0	0.5625	213.11	NE
MB0836c	NA	DUF1794	14	0	0	14	0	0.8571	139.75	NE
MB0837c	sseC2	Sulfur metabolism protein SseC	3	0	0	3	0	0.6667	1437.50	NE
MB0838c	cysA2	PROBABLE THIOSULFATE SULFURTRANSFERASE CYSA2 (RHODANESE-LIKE PROTEIN) (THIOSULFATE CYANIDE TRANSSULFURASE) (THIOSULFATE THIOTRANSFERASE)	15	0	0	15	0	0.9333	386.43	NE
MB0839c	thiX	PROBABLE THIOREDOXIN THIX	3	0	0	3	0	0.3333	93.00	NE
MB0840c	NA	PROBABLE CONSERVED EXPORTED PROTEIN	16	16	0	0	0	0.0000	0.00	ES
MB0841	NA	TRANSCRIPTIONAL REGULATORY PROTEIN	11	0	0	11	0	0.8182	269.56	NE
MB0842	mshD	gcn5-related n-acetyltransferase, mshd	14	0	0	14	0	0.5714	61.12	NE
MB0843	phoT	PROBABLE PHOSPHATE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER PHOT	13	0	0	13	0	0.3077	67.50	NE
MB0844c	phoY2	PROBABLE PHOSPHATE-TRANSPORT SYSTEM TRANSCRIPTIONAL REGULATORY PROTEIN PHOY2	7	0	0	7	0	0.7143	575.00	NE
MB0845c	NA	Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily A1	30	0	0	30	0	0.7333	363.23	NE
MB0846c	NA	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN	18	0	0	18	0	0.7222	497.38	NE
MB0847c	desA1	PROBABLE ACYL-[ACYL-CARRIER PROTEIN] DESATURASE DESA1 (ACYL-[ACP] DESATURASE) (STEAROYL-ACP DESATURASE) (PROTEIN DES)	20	19	0	1	0	0.0500	2.00	ES
MB0848c	NA	Transcriptional regulator, AcrR family	10	0	0	10	0	0.7000	132.14	NE
MB0849	NA	CONSERVED HYPOTHETICAL PROTEIN	22	0	0	22	0	0.7727	365.71	NE
MB0850c	kmtr	metal sensor transcriptional regulator kmtr (arsr-smtb family)	8	0	0	8	0	0.6250	402.40	NE
MB0851c	NA	POSSIBLE DEAMINASE	10	0	0	10	0	0.8000	559.12	NE
MB0852	NA	possible transposase (fragment)	4	0	0	4	0	1.0000	126.50	NE
MB0853	NA	possible s-adenosylmethionine-dependent methyltransferase	21	0	0	21	0	0.8571	205.22	NE
MB0854c	NA	conserved protein	20	0	0	20	0	0.7500	408.40	NE
LYST	NA	tRNA-Lys	5	0	0	5	0	0.0000	0.00	NE
GLUT	NA	tRNA-Glu	4	0	0	4	0	0.0000	0.00	NE
ASPT	NA	tRNA-Asp	1	0	0	1	0	0.0000	0.00	NE
PHEU	NA	tRNA-Phe	2	0	0	2	0	0.0000	0.00	NE
MB0855	PE_PGRS12	pe-pgrs family protein pe_pgrs12	4	0	0	4	0	0.5000	280.50	NE
MB0856	PE_PGRS13	pe-pgrs family protein pe_pgrs13	12	0	0	12	0	0.3333	40.50	NE
MB0857c	PE_PGRS14	pe-pgrs family protein pe_pgrs14	26	0	0	26	0	0.5000	149.38	NE
MB0858	lpqQ	POSSIBLE LIPOPROTEIN LPQQ	15	0	0	15	0	0.6667	224.10	NE
MB0859c	NA	HYPOTHETICAL PROTEIN	11	0	0	11	0	0.8182	303.67	NE
MB0860c	NA	HYPOTHETICAL PROTEIN	23	0	0	23	0	0.4783	537.18	NE
MB0861	lpqR	PROBABLE CONSERVED LIPOPROTEIN LPQR	7	0	0	7	0	0.5714	757.75	NE
MB0862	NA	SAM-dependent methyltransferase	15	0	0	15	0	0.6000	509.00	NE
MB0863c	pip	PROBABLE PROLINE IMINOPEPTIDASE PIP (PROLYL AMINOPEPTIDASE) (PAP)	9	0	0	9	0	0.5556	184.80	NE
MB0864	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	3	0	0	3	0	0.0000	0.00	NE
MB0865	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN	23	0	0	23	0	0.4348	375.70	NE
MB0866	NA	PROBABLE DEHYDROGENASE	18	0	0	18	0	0.4444	109.38	NE
MB0867c	narL	POSSIBLE NITRATE/NITRITE RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN NARL	10	0	0	10	0	1.0000	336.70	NE
MB0868	NA	POSSIBLE TWO COMPONENT SENSOR KINASE	27	0	0	27	0	0.5556	307.67	NE
MB0869c	NA	PROBABLE OXIDASE	30	0	0	30	0	0.4333	134.23	NE
MB0870	lpqS	PROBABLE LIPOPROTEIN LPQS	6	0	0	6	0	0.8333	34.80	NE
MB0871	cysK2	POSSIBLE CYSTEINE SYNTHASE A CYSK2 (O-ACETYLSERINE SULFHYDRYLASE) (O-ACETYLSERINE (THIOL)-LYASE) (CSASE)	29	0	0	29	0	0.4138	123.33	NE
MB0872	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN	24	0	0	24	0	0.5417	94.77	NE
MB0873	NA	PUTATIVE TRANSPOSASE (FRAGMENT)	10	0	0	10	0	0.2000	155.00	NE
MB0874c	NA	probable short-chain type dehydrogenase/reductase	10	0	0	10	0	0.4000	12.50	NE
MB0875	fadD16	POSSIBLE FATTY-ACID-COA LIGASE FADD16 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)	15	0	0	15	0	0.4000	22.67	NE
MB0876c	pdc	PROBABLE PYRUVATE OR INDOLE-3-PYRUVATE DECARBOXYLASE PDC	26	0	0	26	0	0.5000	480.92	NE
MB0877	NA	Cyclase/Dehydrase	7	0	0	7	0	1.0000	275.57	NE
MB0878	far	PROBABLE FATTY-ACID-COA RACEMASE FAR	14	0	0	14	0	0.5000	538.86	NE
MB0879	NA	CONSERVED HYPOTHETICAL PROTEIN	5	0	0	5	0	0.6000	73.00	NE
MB0880	NA	link to Polyketide_cyclase/dehydratase.	9	0	0	9	0	0.5556	242.80	NE
MB0881c	dapc	probable n-succinyldiaminopimelate aminotransferase dapc (dap-at)	22	0	0	22	0	0.5455	101.17	NE
MB0882	fadA	POSSIBLE ACYL-COA THIOLASE FADA	9	0	0	9	0	0.6667	59.50	NE
MB0883	fadB	PROBABLE FATTY OXIDATION PROTEIN FADB	28	0	0	28	0	0.4286	238.08	NE
MB0884c	ercc3	dna helicase ercc3	27	0	0	27	0	0.4074	167.82	NE
MB0885c	NA	Putative DNA-binding protein	30	0	0	30	0	0.3333	100.60	NE
MB0886	NA	CONSERVED HYPOTHETICAL PROTEIN	7	0	0	7	0	0.2857	1912.00	NE
MB0888	moaC2	probable molybdenum cofactor biosynthesis protein c 2 moac2	10	0	0	10	0	0.9000	934.89	NE
MB0889	mog	probable molybdopterin biosynthesis mog protein	8	0	0	8	0	0.7500	816.33	NE
MB0890	moaE2	probable molybdenum cofactor biosynthesis protein e2 moae2 (molybdopterin converting factor large subunit) (molybdopterin [mpt] converting factor, subunit 2)	4	0	0	4	0	0.2500	128.00	NE
MB0891c	rpfA	POSSIBLE RESUSCITATION-PROMOTING FACTOR RPFA	10	0	0	10	0	0.7000	406.00	NE
MB0892c	moaD2	probable molybdenum cofactor biosynthesis protein d 2 moad2 (molybdopterin converting factor small subunit) (molybdopterin [mpt] converting factor, subunit 1)	7	0	0	7	0	0.4286	804.67	NE
MB0893c	moaA2	probable molybdenum cofactor biosynthesis protein a2 moaa2	15	0	0	15	0	0.6000	163.44	NE
MB0894c	NA	POSSIBLE CONSERVED INTEGRAL MEMBRANE PROTEIN	6	0	0	6	0	0.6667	107.00	NE
MB0895	cspB	PROBABLE COLD SHOCK-LIKE PROTEIN B CSPB	5	0	0	5	0	0.4000	207.50	NE
MB0896c	PE_PGRS15	pe-pgrs family protein pe_pgrs15	28	0	0	28	0	0.5357	362.13	NE
MB0897	fadE10	PROBABLE ACYL-COA DEHYDROGENASE FADE10	35	0	0	35	0	0.5429	700.21	NE
MB0898c	NA	CONSERVED HYPOTHETICAL PROTEIN	10	0	0	10	0	0.7000	677.14	NE
MB0899c	NA	POSSIBLE CONSERVED EXPORTED PROTEIN	12	0	0	12	0	0.0833	19.00	NE
MB0900c	NA	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN	26	0	0	26	0	0.3846	57.80	NE
MB0901	NA	CONSERVED HYPOTHETICAL PROTEIN	16	0	0	16	0	0.6250	56.60	NE
MB0902c	PPE13	ppe family protein ppe13	19	0	0	19	0	0.8421	243.06	NE
MB0903c	NA	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN	4	0	0	4	0	0.7500	27.00	NE
MB0904	NA	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY MARR-FAMILY)	1	0	0	1	0	1.0000	95.00	NE
MB0905	NA	POSSIBLE RRNA METHYLTRANSFERASE (RRNA METHYLASE)	15	0	0	15	0	0.6667	739.00	NE
