#HMM - Genes
#command line: python3 /Users/jenniferstiens/anaconda3/envs/python38/bin/transit hmm output/A1_insertions.wig,output/C1_insertions.wig ref_seqs/Mbovis_LT708304.prot_table output/transit/hmm_pos_exp1.txt
#summary of gene calls: ES=497, GD=239, NE=3292, GA=7, N/A=10
#key: ES=essential, GD=insertions cause growth-defect, NE=non-essential, GA=insertions confer growth-advantage, N/A=not analyzed (genes with 0 TA sites)
#ORF	gene	annotation	TAs	ES sites	GD sites	NE sites	GA sites	saturation	mean	call
MB1093c	lpqV	possible lipoprotein lpqv	7	0	0	7	0	0.7143	130.80	NE
MB1094	NA	Cysteine dioxygenase (EC 1.13.11.20)	10	0	0	10	0	0.7000	357.29	NE
MB1095	NA	Rhodanese-related sulfurtransferase, 1 domain	5	0	0	5	0	0.6000	18.67	NE
MB1096c	PE_PGRS19	pe-pgrs family protein pe_pgrs19	16	0	0	16	0	0.3125	256.00	NE
MB1097c	PE_PGRS20	pe-pgrs family protein pe_pgrs20	25	0	0	25	0	0.4800	369.33	NE
MB1098c	NA	Predicted membrane protein (DUF2319)	21	0	0	21	0	0.8095	565.29	NE
MB1099c	echA8	PROBABLE ENOYL-CoA HYDRATASE ECHA8 (ENOYL HYDRASE) (UNSATURATED ACYL-CoA HYDRATASE) (CROTONASE)	8	0	0	8	0	0.7500	459.83	NE
MB1100c	echA9	POSSIBLE ENOYL-COA HYDRATASE ECHA9 (ENOYL HYDRASE) (UNSATURATED ACYL-COA HYDRATASE) (CROTONASE)	13	0	0	13	0	0.6923	506.89	NE
MB1101	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	18	0	0	18	0	0.5000	59.78	NE
MB1102	NA	CONSERVED HYPOTHETICAL PROTEIN	19	0	0	19	0	0.7368	347.21	NE
MB1103c	fadA3	PROBABLE BETA-KETOACYL CoA THIOLASE FADA3	11	0	0	11	0	0.6364	192.57	NE
MB1104c	NA	CONSERVED EXPORTED PROTEIN	19	0	0	19	0	0.4737	655.89	NE
MB1105	lipU	possible lipase lipu	22	3	0	19	0	0.3182	929.14	NE
MB1106	cbs	Probable cystathionine beta-synthase CBS (Serine sulfhydrase) (Beta-thionase) (Hemoprotein H-450)	28	0	0	28	0	0.6071	548.47	NE
MB1107	pra	Probable Proline-rich antigen homolog pra	18	0	0	18	0	0.5556	201.10	NE
MB1108	metB	cystathionine gamma-synthase metb (cgs) (o-succinylhomoserine [thiol]-lyase)	19	0	4	15	0	0.5263	190.30	NE
MB1109c	greA	PROBABLE TRANSCRIPTION ELONGATION FACTOR GREA (Transcript cleavage factor greA)	10	0	10	0	0	0.2000	32.50	GD
MB1110c	NA	PROBABLE CONSERVED MEMBRANE PROTEIN	7	0	7	0	0	0.0000	0.00	GD
MB1111	mca	Mycothiol conjugate amidase Mca (Mycothiol S-conjugate amidase)	13	0	0	13	0	0.6923	243.33	NE
MB1112	NA	CONSERVED HYPOTHETICAL PROTEIN	4	0	0	4	0	0.2500	144.00	NE
MB1113	NA	conserved protein	27	0	0	27	0	0.5556	311.80	NE
MB1114c	NA	POSSIBLE HEMOLYSIN-LIKE PROTEIN	11	0	0	11	0	0.8182	256.56	NE
MB1115	NA	SHORT (C15) CHAIN Z-ISOPRENYL DIPHOSPHATE SYNTHASE (Z-FPP SYNTHASE) (Z-FARNESYL DIPHOSPHATE SYNTHASE) (Z-FPP SYNTHETASE) (Z-FARNESYL DIPHOSPHATE SYNTHETASE) (GERANYLTRANSTRANSFERASE) (FARNESYL PYROPHOSPHATE SYNTHETASE)	15	15	0	0	0	0.0000	0.00	ES
MB1116	PE_PGRS21	pe-pgrs family protein pe_pgrs21	23	0	0	23	0	0.6957	285.81	NE
MB1116A	NA	Undecaprenyl diphosphate synthase (EC 2.5.1.31)	8	2	0	6	0	0.5000	622.25	NE
MB1117	PE9	pe family protein pe9	6	3	0	3	0	0.3333	23.50	NE
MB1118	PE10	pe family protein pe10	4	0	0	4	0	0.2500	90.00	NE
MB1119	celA2a	PROBABLE CELLULASE CELA2A (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE)	2	0	0	2	0	1.0000	209.00	NE
MB1120	celA2b	PROBABLE CELLULASE CELA2B (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE)	8	0	0	8	0	0.8750	337.43	NE
MB1121	PE_PGRS22	pe-pgrs family protein pe_pgrs22	27	0	0	27	0	0.5556	109.80	NE
MB1122c	coaA	Probable pantothenate kinase coaA (Pantothenic acid kinase)	20	19	0	1	0	0.1000	160.00	ES
MB1123	glyA1	serine hydroxymethyltransferase 1 glya1	13	0	0	13	0	0.5385	17.57	NE
MB1124	desA2	POSSIBLE ACYL-[ACYL-CARRIER PROTEIN] DESATURASE DESA2 (ACYL-[ACP] DESATURASE) (STEAROYL-ACP DESATURASE)	13	12	0	1	0	0.0769	4.00	ES
MB1125	phoH2	PROBABLE PHOH-LIKE PROTEIN PHOH2 (PHOSPHATE STARVATION-INDUCIBLE PROTEIN PSIH)	13	0	0	13	0	0.4615	202.50	NE
MB1126	NA	POSSIBLE GLYCOSYL HYDROLASE	20	0	12	8	0	0.3000	119.83	GD
MB1127c	NA	PROBABLE MEMBRANE GLYCINE AND PROLINE RICH PROTEIN	18	0	18	0	0	0.2222	16.75	GD
MB1128c	fum	PROBABLE FUMARASE FUM (Fumarate hydratase)	13	0	13	0	0	0.0000	0.00	GD
MB1129c	glpx	fructose 1,6-bisphosphatase glpx	14	0	8	6	0	0.2857	210.25	GD
MB1130	NA	conserved protein	10	0	0	10	0	0.4000	70.25	NE
MB1131c	NA	CONSERVED MEMBRANE PROTEIN	14	0	0	14	0	0.6429	737.56	NE
MB1132c	mazf3	toxin mazf3	9	0	0	9	0	0.7778	578.00	NE
MB1133c	maze3	possible antitoxin maze3	8	0	0	8	0	0.6250	667.20	NE
MB1134	NA	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT)	11	0	0	11	0	0.6364	316.86	NE
MB1135	NA	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT)	11	0	0	11	0	0.6364	575.71	NE
MB1136c	NA	3-beta-hydroxysteroid dehydrogenase	19	0	0	19	0	0.6842	289.15	NE
MB1137c	xseB	Probable exodeoxyribonuclease VII (small subunit) xseB (Exonuclease VII small subunit)	3	0	0	3	0	0.3333	1.00	NE
MB1138c	xseA	PROBABLE EXODEOXYRIBONUCLEASE VII (LARGE SUBUNIT) XSEA (EXONUCLEASE VII LARGE SUBUNIT)	11	0	0	11	0	0.6364	46.57	NE
MB1139c	NA	conserved protein	9	0	0	9	0	0.5556	275.00	NE
MB1140	lytB2	PROBABLE LYTB-RELATED PROTEIN LYTB2	14	14	0	0	0	0.0000	0.00	ES
MB1141c	NA	Rhomboid family protein	25	0	0	25	0	0.2800	430.00	NE
MB1142	NA	Probable GTP binding protein	11	0	0	11	0	0.5455	239.50	NE
MB1143	vapb32	possible antitoxin vapb32	2	0	0	2	0	1.0000	148.50	NE
MB1144	vapc32	possible toxin vapc32. contains pin domain.	3	0	0	3	0	0.3333	9.00	NE
MB1145	NA	POSSIBLE EXPORTED PROTEIN	19	6	0	13	0	0.3684	168.29	NE
MB1146	NA	HYPOTHETICAL PROTEIN	3	0	0	3	0	0.6667	10.50	NE
MB1147c	NA	PE family protein	6	0	0	6	0	0.6667	136.00	NE
MB1148	NA	conserved protein	4	0	0	4	0	0.7500	149.67	NE
MB1149c	NA	conserved protein	12	0	0	12	0	0.5833	372.43	NE
MB1150c	NA	Adenylate cyclase (EC 4.6.1.1)	3	0	0	3	0	0.6667	344.00	NE
MB1151c	NA	Adenylate cyclase (EC 4.6.1.1)	4	0	0	4	0	0.5000	9.50	NE
MB1152	zwf1	PROBABLE GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE ZWF1 (G6PD)	24	1	0	23	0	0.4167	76.90	NE
MB1153	gnd2	probable 6-phosphogluconate dehydrogenase,decarboxylating gnd2	15	14	0	1	0	0.0667	123.00	ES
MB1154c	bpoB	POSSIBLE PEROXIDASE BPOB (NON-HAEM PEROXIDASE)	10	1	0	9	0	0.6000	105.83	NE
MB1155	ephC	PROBABLE EPOXIDE HYDROLASE EPHC (EPOXIDE HYDRATASE)	12	0	0	12	0	0.3333	131.25	NE
MB1156	NA	CONSERVED HYPOTHETICAL PROTEIN	23	0	21	2	0	0.2174	156.40	GD
MB1157c	NA	conserved protein	11	0	11	0	0	0.1818	2.00	GD
MB1158c	ppdK	PROBABLE PYRUVATE, PHOSPHATE DIKINASE PPDK	19	0	5	14	0	0.2632	665.40	NE
MB1159c	NA	13E12 repeat family protein	30	14	0	16	0	0.1667	350.60	NE
MB1160c	NA	PROBABLE TRANSCRIPTIONAL REGULATOR PROTEIN	27	20	6	1	0	0.0370	210.00	ES
MB1161	prpD	possible methylcitrate dehydratase prpD	27	14	13	0	0	0.0741	40.50	ES
MB1162	prpc	probable methylcitrate synthase prpc	17	16	0	1	0	0.0588	1037.00	ES
MB1163	NA	CONSERVED MEMBRANE PROTEIN	27	2	0	25	0	0.4444	519.92	NE
MB1164c	metE	PROBABLE 5-METHYLTETRAHYDROPTEROYLTRIGLUTAMATE--HOMOCYSTEINE METHYLTRANSFERASE METE (methionine synthase, vitamin-B12 independent isozyme)	37	37	0	0	0	0.0000	0.00	ES
MB1165	NA	HYPOTHETICAL PROTEIN	6	0	0	6	0	0.1667	5.00	NE
MB1166c	PPE16	ppe family protein ppe16	26	0	0	26	0	0.6923	106.50	NE
MB1167	NA	POSSIBLE ACETYL-COA ACETYLTRANSFERASE (ACETOACETYL-COA THIOLASE)	6	0	0	6	0	0.1667	547.00	NE
MB1168	NA	POSSIBLE ENOYL-COA HYDRATASE	4	0	0	4	0	0.5000	163.50	NE
MB1169c	NA	HYPOTHETICAL PROTEIN	2	0	0	2	0	0.5000	2.00	NE
MB1170c	NA	possible oxidoreductase	17	0	0	17	0	0.4706	349.75	NE
MB1171c	NA	CONSERVED HYPOTHETICAL MEMBRANE PROTEIN	13	0	0	13	0	0.6923	202.11	NE
MB1172	NA	PROBABLE INTEGRAL MEMBRANE PROTEIN	11	0	0	11	0	0.6364	160.29	NE
MB1173c	echA11	PROBABLE ENOYL-COA HYDRATASE ECHA11 (ENOYL HYDRASE) (UNSATURATED ACYL-COA HYDRATASE) (CROTONASE)	14	0	0	14	0	0.4286	844.33	NE
MB1174c	echA10	PROBABLE ENOYL-CoA HYDRATASE ECHA10 (ENOYL HYDRASE) (UNSATURATED ACYL-CoA HYDRATASE) (CROTONASE)	8	0	0	8	0	0.6250	355.80	NE
MB1175	mcr	PROBABLE ALPHA-METHYLACYL-COA RACEMASE MCR (2-methylacyl-CoA racemase) (2-arylpropionyl-CoA epimerase)	16	0	0	16	0	0.7500	561.08	NE
MB1176	NA	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE	12	0	0	12	0	0.7500	131.67	NE
MB1177	mmpL13	probable conserved transmembrane transport protein mmpl13b	35	0	0	35	0	0.6571	616.87	NE
MB1178	NA	SAM-dependent methyltransferase	10	0	0	10	0	0.5000	394.40	NE
MB1179c	NA	13E12 repeat family protein	23	0	0	23	0	0.6522	365.80	NE
MB1180	NA	POSSIBLE TRANSPOSASE	6	0	0	6	0	0.6667	159.00	NE
MB1181	NA	POSSIBLE TRANSPOSASE (FRAGMENT)	12	0	0	12	0	0.9167	292.55	NE
MB1182c	NA	transcriptional regulatory protein	10	0	0	10	0	0.8000	830.12	NE
MB1183	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN	5	0	0	5	0	0.4000	255.00	NE
MB1184c	omt	PROBABLE O-METHYLTRANSFERASE OMT	20	0	0	20	0	0.5000	430.30	NE
MB1185c	NA	HYPOTHETICAL PROTEIN	16	0	0	16	0	0.8125	258.92	NE
MB1186	NA	possible pyridoxamine 5'-phosphate oxidase (pnp/pmp oxidase) (pyridoxinephosphate oxidase) (pnpox) (pyridoxine 5'-phosphate oxidase)	12	0	0	12	0	0.5000	393.50	NE
MB1186A	NA	NA	2	0	0	2	0	0.5000	1.00	NE
MB1187	NA	Base excision DNA repair protein	12	0	0	12	0	0.6667	310.25	NE
MB1188c	NA	conserved ala-, pro-rich protein	9	0	0	9	0	0.6667	40.50	NE
MB1189c	NA	Conserved alanine and proline rich protein	11	0	0	11	0	0.4545	188.00	NE
MB1190	pime	mannosyltransferase pime	29	0	0	29	0	0.5517	180.38	NE
MB1191c	NA	Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96)	14	0	0	14	0	0.2857	397.25	NE
MB1192	mutT2	PROBABLE MUTATOR PROTEIN MUTT2 (7,8-dihydro-8-oxoguanine-triphosphatase) (8-OXO-DGTPASE)	5	0	0	5	0	0.6000	209.33	NE
MB1193	narG	respiratory nitrate reductase (alpha chain) narg	75	0	0	75	0	0.4800	169.69	NE
MB1194	narH	PROBABLE RESPIRATORY NITRATE REDUCTASE (BETA CHAIN) NARH	35	0	0	35	0	0.6857	115.79	NE
MB1195	narJ	PROBABLE RESPIRATORY NITRATE REDUCTASE (DELTA CHAIN) NARJ	15	0	0	15	0	0.4000	514.33	NE
MB1196	narI	PROBABLE RESPIRATORY NITRATE REDUCTASE (GAMMA CHAIN) NARI	19	0	0	19	0	0.4211	565.00	NE
MB1197	typA	POSSIBLE GTP-BINDING TRANSLATION ELONGATION FACTOR TYPA (TYROSINE PHOSPHORYLATED PROTEIN A) (GTP-BINDING PROTEIN)	17	0	0	17	0	0.5294	642.67	NE
MB1198	lpqW	probable conserved lipoprotein lpqw	24	24	0	0	0	0.0000	0.00	ES
MB1199c	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN	10	0	0	10	0	0.4000	121.00	NE
MB1200c	PPE17b	PPE FAMILY PROTEIN [SECOND PART]	8	0	0	8	0	0.5000	103.50	NE
MB1201c	PPE17a	PPE FAMILY PROTEIN [FIRST PART]	9	0	0	9	0	0.5556	639.40	NE
MB1202c	lipx	pe family protein. possible lipase lipx.	4	0	0	4	0	0.7500	607.33	NE
MB1203	mshB	N-Acetyl-1-D-myo-Inosityl-2-Amino-2-Deoxy-alpha- D-Glucopyranoside Deacetylase mshB (GlcNAc-Ins deacetylase)	12	0	0	12	0	0.5833	301.43	NE
MB1204	NA	putative membrane protein	7	0	0	7	0	0.5714	527.50	NE
MB1205c	PE12	pe family protein pe12	16	0	0	16	0	0.6250	212.60	NE
MB1206	fbiC	PROBABLE F420 BIOSYNTHESIS PROTEIN FBIC	44	0	0	44	0	0.4318	517.00	NE
MB1207c	tb8.4	low molecular weight t-cell antigen tb8.4	9	0	0	9	0	1.0000	579.67	NE
MB1208c	fadH	PROBABLE NADPH DEPENDENT 2,4-DIENOYL-COA REDUCTASE FADH (2,4-dienoyl coenzyme A reductase) (4-enoyl-CoA reductase)	29	0	0	29	0	0.5517	214.31	NE
MB1209c	NA	Transcriptional regulator, PadR family	15	0	0	15	0	0.5333	328.38	NE
MB1210	fdxC	PROBABLE FERREDOXIN FDXC	7	0	0	7	0	0.0000	0.00	NE
MB1211	NA	PROBABLE AMINOTRANSFERASE	21	0	0	21	0	0.5714	339.00	NE
MB1212c	NA	DNA or RNA helicases of superfamily II	41	0	0	41	0	0.5366	328.27	NE
MB1213	pks3	probable polyketide beta-ketoacyl synthase pks4	96	0	0	96	0	0.3438	282.48	NE
MB1214	papA3	PROBABLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA3	40	0	0	40	0	0.3250	219.85	NE
MB1215	mmpL10	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL10	53	0	0	53	0	0.3774	379.25	NE
MB1216c	NA	POSSIBLE EXPORTED PROTEIN	23	0	0	23	0	0.3913	436.56	NE
MB1217c	fadD21	probable fatty-acid-amp ligase fadd21 (fatty-acid-amp synthetase) (fatty-acid-amp synthase)	32	0	28	4	0	0.3750	18.33	GD
MB1218c	NA	Regulator of polyketide synthase expression	19	2	0	17	0	0.4737	217.22	NE
MB1219	rocA	PROBABLE PYRROLINE-5-CARBOXYLATE DEHYDROGENASE ROCA	24	10	13	0	1	0.1250	419.67	GD
MB1220	NA	PROBABLE PROLINE DEHYDROGENASE	21	0	7	14	0	0.2381	668.60	NE
MB1221	sigI	POSSIBLE ALTERNATIVE RNA POLYMERASE SIGMA FACTOR SIGI	9	0	0	9	0	0.1111	124.00	NE
MB1222	NA	Hydrolase, alpha/beta fold family	9	0	0	9	0	0.3333	768.67	NE
MB1223	NA	Putative hydrolase	9	0	0	9	0	0.4444	118.25	NE
MB1224	NA	unknown protein	14	0	0	14	0	0.3571	211.80	NE
MB1225	fadD36	PROBABLE FATTY-ACID-COA LIGASE FADD36 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)	21	0	0	21	0	0.2857	17.17	NE
MB1226c	NA	Possible regulatory protein Trx	19	0	0	19	0	0.4211	323.50	NE
MB1227	PE13	pe family protein pe13	6	0	0	6	0	1.0000	169.67	NE
MB1228	PPE18	ppe family protein ppe18	11	0	0	11	0	0.6364	259.00	NE
MB1229	esxK	esat-6 like protein esxk (esat-6 like protein 3)	4	0	0	4	0	0.7500	265.67	NE
MB1230	esxL	putative esat-6 like protein esxl (esat-6 like protein 4)	5	0	0	5	0	0.6000	168.33	NE
MB1231c	NA	POSSIBLE TRANSPOSASE	17	0	0	17	0	0.8235	193.29	NE
MB1232	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN	30	0	0	30	0	0.6333	477.05	NE
MB1233c	dapd	tetrahydrodipicolinate n-succinyltransferase dapd	12	0	0	12	0	0.0000	0.00	NE
MB1234	dapE	PROBABLE SUCCINYL-DIAMINOPIMELATE DESUCCINYLASE DAPE	17	0	17	0	0	0.0000	0.00	GD
MB1235c	NA	AAA-ATPase, domain of unknown function, and LuxR DNA-binding domain	9	0	9	0	0	0.4444	11.00	GD
MB1236c	NA	AAA-ATPase, domain of unknown function, and LuxR DNA-binding domain	18	0	4	14	0	0.7778	198.93	NE
MB1237	log	Phosphoribohydrolase involved in Mycobacterial cytokinins production, homolog of plant cytokinin-activating enzyme LOG	13	0	0	13	0	0.6923	292.78	NE
MB1238	fadD6	PROBABLE FATTY-ACID-COA LIGASE FADD6 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)	38	0	0	38	0	0.6316	523.42	NE
MB1239	folP2	dihydropteroate synthase 2 folp2 (dhps 2) (dihydropteroate pyrophosphorylase 2)	10	0	0	10	0	0.2000	274.00	NE
MB1240	gpgs	probable glucosyl-3-phosphoglycerate synthase gpgs	14	0	0	14	0	0.2857	119.50	NE
MB1241	NA	conserved protein	5	0	0	5	0	1.0000	364.80	NE
MB1242	tagA	probable dna-3-methyladenine glycosylase i taga (tag i) (3-methyladenine-dna glycosylase i, constitutive) (dna-3-methyladenine glycosidase i)	11	0	0	11	0	0.5455	352.67	NE
MB1243	NA	conserved protein	5	0	0	5	0	0.4000	69.50	NE
MB1244c	glga	putative glycosyl transferase glga	34	0	0	34	0	0.5588	380.74	NE
MB1245	glgC	glucose-1-phosphate adenylyltransferase glgc (adp-glucose synthase) (adp-glucose pyrophosphorylase)	31	0	0	31	0	0.7742	528.38	NE
MB1246c	PE14	pe family protein pe14	4	0	0	4	0	0.7500	56.67	NE
MB1247c	NA	Cocaine esterase (EC 3.1.1.-)	27	0	0	27	0	0.5556	132.67	NE
MB1248c	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN	20	0	0	20	0	0.6000	207.58	NE
MB1249c	NA	PROBABLE TETRONASIN-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER	21	0	0	21	0	0.4762	157.50	NE
MB1250c	NA	PROBABLE TETRONASIN-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER	6	0	0	6	0	0.8333	762.80	NE
MB1251c	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN	10	0	0	10	0	0.7000	154.29	NE
MB1252c	NA	PROBABLE METHYLTRANSFERASE	11	0	0	11	0	0.5455	251.67	NE
MB1253	sigE	ALTERNATIVE RNA POLYMERASE SIGMA FACTOR SIGE	17	15	0	2	0	0.0588	59.00	ES
MB1254	rsea	anti-sigma factor rsea	3	0	0	3	0	0.6667	61.50	NE
MB1255	htrA	PROBABLE SERINE PROTEASE HTRA (DEGP PROTEIN)	23	19	0	4	0	0.1739	313.25	ES
MB1256	tatB	Probable protein TatB	6	0	0	6	0	0.1667	528.00	NE
MB1257c	NA	HAD-superfamily subfamily IIA hydrolase, hypothetical 2	7	0	0	7	0	0.8571	566.17	NE
MB1258c	NA	PROBABLE TRANSMEMBRANE PROTEIN	15	0	0	15	0	0.6000	510.44	NE
MB1259c	NA	PROBABLE TRANSMEMBRANE PROTEIN	6	0	0	6	0	0.5000	108.33	NE
MB1260	lpqX	probable lipoprotein lpqx	9	0	0	9	0	0.7778	261.43	NE
MB1261c	mrp	PROBABLE MRP-RELATED PROTEIN MRP	17	15	0	2	0	0.0588	11.00	ES
MB1262c	NA	POSSIBLE MEMBRANE PROTEIN	20	0	0	20	0	0.5500	128.00	NE
MB1263c	NA	PROBABLE MEMBRANE PROTEIN	7	0	0	7	0	0.7143	170.60	NE
MB1264c	NA	Mg/Co/Ni transporter MgtE, CBS domain-containing	11	0	0	11	0	0.8182	461.67	NE
MB1265c	NA	CONSERVED HYPOTHETICAL MEMBRANE PROTEIN	20	0	0	20	0	0.5000	230.20	NE
MB1266	NA	PROBABLE TRANSMEMBRANE PROTEIN	9	0	0	9	0	0.6667	35.00	NE
MB1267	lpqY	PROBABLE SUGAR-BINDING LIPOPROTEIN LPQY	30	0	0	30	0	0.4000	422.25	NE
MB1268	sugA	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER SUGA	19	0	0	19	0	0.6316	259.25	NE
MB1269	sugB	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER SUGB	13	0	0	13	0	0.5385	553.00	NE
MB1270	sugC	PROBABLE SUGAR-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER SUGC	26	0	0	26	0	0.3462	111.22	NE
MB1271c	corA	POSSIBLE MAGNESIUM AND COBALT TRANSPORT TRANSMEMBRANE PROTEIN CORA	26	0	0	26	0	0.6538	518.71	NE
MB1272	mdh	PROBABLE MALATE DEHYDROGENASE MDH	5	0	0	5	0	0.0000	0.00	NE
MB1273	vapb33	possible antitoxin vapb33	1	0	0	1	0	0.0000	0.00	NE
MB1274	vapc33	possible toxin vapc33. contains pin domain.	10	0	0	10	0	0.7000	772.71	NE
MB1275c	PE_PGRS23	pe-pgrs family protein pe_pgrs23	19	0	0	19	0	0.6316	218.00	NE
MB1276	lpqZ	probable lipoprotein lpqz	8	0	0	8	0	0.8750	214.86	NE
MB1277c	NA	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE	14	0	0	14	0	0.5714	166.38	NE
MB1278c	relE	toxin relE	8	0	0	8	0	1.0000	439.38	NE
MB1279c	relB	antitoxin relb	6	0	0	6	0	0.3333	1014.50	NE
MB1280c	sucA	Multifunctional alpha-ketoglutarate metabolic enzyme	46	0	29	17	0	0.4130	112.37	GD
MB1281c	NA	POSSIBLE MEMBRANE PROTEIN	14	0	4	10	0	0.5714	581.38	NE
MB1282	NA	PROBABLE DRUG-TRANSPORT INTEGRAL MEMBRANE PROTEIN	32	0	0	32	0	0.4062	300.92	NE
MB1283c	NA	Superfamily I DNA and RNA helicases and helicase subunits	60	0	0	60	0	0.4167	191.88	NE
MB1284c	lprE	PROBABLE LIPOPROTEIN LPRE	8	0	0	8	0	0.7500	428.67	NE
MB1285	deaD	PROBABLE COLD-SHOCK DEAD-BOX PROTEIN A HOMOLOG DEAD (ATP-dependent RNA helicase deaD homolog)	34	13	0	21	0	0.3235	102.36	NE
MB1286	NA	PROBABLE ACYLTRANSFERASE	27	27	0	0	0	0.0000	0.00	ES
MB1287c	NA	probable transcriptional regulatory protein	3	3	0	0	0	0.0000	0.00	ES
MB1288c	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN	22	2	0	20	0	0.6364	270.14	NE
MB1289	udgb	probable uracil dna glycosylase, udgb	14	0	6	8	0	0.4286	48.50	NE
MB1290	NA	PROBABLE OXIDOREDUCTASE [FIRST PART]	21	0	19	2	0	0.1905	274.75	GD
MB1291	NA	PROBABLE OXIDOREDUCTASE [SECOND PART]	7	0	0	7	0	0.4286	176.67	NE
MB1292c	NA	AclJ	12	0	0	12	0	0.4167	349.00	NE
MB1293c	NA	HYPOTHETICAL HIT-LIKE PROTEIN	4	0	0	4	0	0.5000	235.00	NE
MB1294	amiB2	PROBABLE AMIDASE AMIB2 (AMINOHYDROLASE)	22	0	0	22	0	0.6364	418.43	NE
MB1295	NA	ADENYLYL CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLATE CYCLASE)	14	0	0	14	0	0.6429	425.89	NE
MB1296	NA	unknown protein	12	0	0	12	0	0.1667	232.50	NE
MB1297c	pknH1	NA	28	0	0	28	0	0.6429	338.61	NE
MB1297CA	tbd2	NA	38	0	0	38	0	0.5789	218.77	NE
MB1297CB	pknH2	NA	27	0	0	27	0	0.6667	298.94	NE
MB1298c	embR	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN EMBR	21	0	0	21	0	0.3333	170.14	NE
MB1299c	NA	Cysteine-Type endopeptidase	11	0	0	11	0	0.4545	444.80	NE
MB1300c	NA	CONSERVED PROBABLE SECRETED PROTEIN	9	0	0	9	0	0.8889	78.12	NE
MB1301c	lprA	possible lipoprotein lpra	12	0	0	12	0	0.7500	152.78	NE
MB1302c	NA	CONSERVED HYPOTHETICAL SECRETED PROTEIN	8	0	0	8	0	0.1250	2.00	NE
MB1303c	NA	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER	31	0	0	31	0	0.3871	155.67	NE
MB1304c	NA	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER	32	0	0	32	0	0.4375	182.86	NE
MB1305	lprB	possible lipoprotein lprb	4	0	0	4	0	0.2500	10.00	NE
MB1306	lprC	possible lipoprotein lprc	7	0	0	7	0	0.1429	442.00	NE
MB1307c	NA	Phosphohistidine phosphatase SixA	8	0	0	8	0	0.1250	178.00	NE
MB1308	NA	DNA double-strand break repair protein Mre11	20	0	0	20	0	0.5000	300.50	NE
MB1309	NA	DNA double-strand break repair Rad50 ATPase	28	0	0	28	0	0.4643	304.00	NE
MB1310	NA	PROBABLE DEHYDROGENASE FAD flavoprotein GMC oxidoreductase	30	0	0	30	0	0.4333	233.31	NE
MB1311c	oppA	PROBABLE PERIPLASMIC OLIGOPEPTIDE-BINDING LIPOPROTEIN OPPA	26	0	0	26	0	0.4231	379.82	NE
MB1312c	oppD	PROBABLE OLIGOPEPTIDE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER OPPD	28	0	0	28	0	0.2500	100.43	NE
MB1313c	oppC	PROBABLE OLIGOPEPTIDE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER OPPC	16	0	0	16	0	0.3750	196.67	NE
MB1314c	oppB	PROBABLE OLIGOPEPTIDE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER OPPB	21	0	0	21	0	0.3333	109.00	NE
MB1315	canA	beta-carbonic anhydrase	7	0	0	7	0	0.4286	1179.00	NE
